what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594570225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594570673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594586273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594592410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594592501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594599846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594600601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594600924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594602343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594602721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594622224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594622688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594638825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594644164
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594645192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594645469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594645862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594652138
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594656196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594677403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594678834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594679813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594681993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594687652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594710007
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328594719533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594734532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594735680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594736593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594829196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594830953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594880835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594885927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328594994698
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328595001371
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328595012063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328595036964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328595038002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328595070978
