what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ecf.sharedobject,2.2.100.v20110829-0349,"org.eclipse.ecf.sharedobject",1328607415587
started,bundle,org.eclipse.ecf.provider.bittorrent,0.3.200.v20110829-0349,"org.eclipse.ecf.provider.bittorrent",1328607415589
started,bundle,org.eclipse.ecf.discovery,4.0.0.v20110829-0349,"org.eclipse.ecf.discovery",1328607415592
started,bundle,org.eclipse.ecf.provider.discovery,2.1.200.v20110829-0349,"org.eclipse.ecf.provider.discovery",1328607415593
started,bundle,org.eclipse.equinox.concurrent,1.0.200.v20110502,"org.eclipse.equinox.concurrent",1328607415600
started,bundle,org.eclipse.ecf.provider.dnssd,1.0.0.v20110829-0349,"org.eclipse.ecf.provider.dnssd",1328607415608
started,bundle,org.eclipse.ecf.provider.irc,1.3.100.v20110829-0349,"org.eclipse.ecf.provider.irc",1328607415610
started,bundle,org.eclipse.ecf.provider.jmdns,4.1.0.v20110829-0349,"org.eclipse.ecf.provider.jmdns",1328607415612
started,bundle,ch.ethz.iks.slp,1.1.0.v20110829-0349,"ch.ethz.iks.slp",1328607415628
started,bundle,org.eclipse.ecf.provider.jslp,3.0.100.v20110829-0349,"org.eclipse.ecf.provider.jslp",1328607415630
started,bundle,org.eclipse.ecf.provider.msn,1.2.0.v20110829-0349,"org.eclipse.ecf.provider.msn",1328607415631
started,bundle,ch.ethz.iks.r_osgi.remote,1.0.0.RC4_v20110829-0349,"ch.ethz.iks.r_osgi.remote",1328607415656
started,bundle,org.eclipse.ecf.provider.r_osgi,3.2.0.v20110829-0349,"org.eclipse.ecf.provider.r_osgi",1328607415657
started,bundle,org.eclipse.ecf.provider.xmpp,3.2.0.v20110829-0349,"org.eclipse.ecf.provider.xmpp",1328607415659
started,bundle,org.eclipse.ecf.provider.zookeeper,1.0.100.v20110829-0349,"org.eclipse.ecf.provider.zookeeper",1328607415663
started,bundle,org.eclipse.ecf.remoteservice.rest,2.1.0.v20110829-0349,"org.eclipse.ecf.remoteservice.rest",1328607415664
started,bundle,org.eclipse.ecf.storage,2.0.0.v20110829-0349,"org.eclipse.ecf.storage",1328607415668
started,bundle,org.eclipse.ecf.presence.collab.ui,1.3.0.v20110829-0349,"org.eclipse.ecf.presence.collab.ui",1328607415670
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1328607415673
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1328607417734
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1328607417794
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1328607417798
